id,주제,theme,한국어,English,Espanol,中文
532,선택과 결단,Decisions,선택이 어려운 이유는 둘 다 좋기 때문이다.,Choices are hard because both options are good.,Elegir cuesta porque ambas opciones son buenas.,选择之所以难，是因为两个都好。
533,선택과 결단,Decisions,결정한 뒤에는 뒤를 보지 마라.,"Once decided, do not look back.","Una vez decidido, no mires atrás.",一旦决定，就不要回头。
534,선택과 결단,Decisions,최선의 선택은 없다. 선택을 최선으로 만들 뿐이다.,There is no best choice; you make the choice best.,No hay mejor elección; tú la haces la mejor.,没有最好的选择，只有把选择变成最好。
535,선택과 결단,Decisions,남이 대신 고른 길에는 책임질 사람이 없다.,A road chosen by someone else has no one to own it.,Un camino elegido por otro no tiene dueño.,别人替你选的路，无人负责。
536,선택과 결단,Decisions,어려운 결정을 미루면 쉬운 결정도 사라진다.,Postpone the hard call and the easy ones vanish too.,"Si aplazas lo difícil, también desaparece lo fácil.",拖延难的决定，容易的决定也会消失。
537,선택과 결단,Decisions,기준이 있으면 선택은 계산이 된다.,"With a standard, choosing becomes arithmetic.","Con un criterio, elegir se vuelve aritmética.",有了标准，选择就变成计算。
538,선택과 결단,Decisions,가장 나쁜 선택은 아무것도 고르지 않는 것이다.,The worst choice is choosing nothing.,La peor elección es no elegir nada.,最坏的选择，是什么都不选。
539,선택과 결단,Decisions,"10분 뒤, 10개월 뒤, 10년 뒤를 함께 보라.","Weigh ten minutes, ten months, and ten years together.","Considera diez minutos, diez meses y diez años a la vez.",同时看十分钟后、十个月后、十年后。
540,선택과 결단,Decisions,많이 아는 것보다 잘 고르는 것이 어렵다.,Choosing well is harder than knowing much.,Elegir bien es más difícil que saber mucho.,会选，比知道得多更难。
541,선택과 결단,Decisions,불편한 진실 쪽이 대개 옳은 선택이다.,The uncomfortable truth is usually the right choice.,La verdad incómoda suele ser la elección correcta.,令人不适的真相，往往是正确的选择。
542,선택과 결단,Decisions,선택지가 하나뿐이라면 아직 다 찾지 않은 것이다.,"If you see only one option, you have not looked enough.","Si solo ves una opción, no has buscado bastante.",只看到一个选项，说明还没找完。
543,선택과 결단,Decisions,누가 반대하느냐보다 왜 반대하는지를 보라.,"Look at why they object, not at who objects.","Mira por qué se oponen, no quién se opone.",重要的是为何反对，而非谁反对。
544,선택과 결단,Decisions,결단은 정보의 문제가 아니라 용기의 문제다.,"Deciding is a matter of nerve, not of data.","Decidir es cuestión de valor, no de datos.",决断是勇气问题，不是信息问题。
545,선택과 결단,Decisions,후회할 것 같은 쪽을 먼저 지워라.,Cross out first the option you would regret.,Tacha primero la opción que lamentarías.,先划掉你会后悔的那一项。
546,선택과 결단,Decisions,급할 때 내린 결정은 대개 급하게 후회한다.,Decisions made in haste are regretted in haste.,Las decisiones apresuradas se lamentan con prisa.,仓促的决定，往往仓促后悔。
547,선택과 결단,Decisions,어떤 문을 닫아야 다른 문이 열린다.,Some doors must close before others open.,Algunas puertas deben cerrarse para que otras se abran.,关上一扇门，另一扇才会开。
548,선택과 결단,Decisions,선택의 질은 준비된 대안의 수에 비례한다.,The quality of a choice matches the number of alternatives you prepared.,La calidad de una elección depende de cuántas alternativas preparaste.,选择的质量，取决于备选方案的数量。
549,선택과 결단,Decisions,스스로 고른 어려움은 견딜 만하다.,Hardship you chose yourself is bearable.,La dificultad que elegiste se puede soportar.,自己选择的困难，是可以承受的。
550,선택과 결단,Decisions,모든 문을 열어 두면 어디에도 들어갈 수 없다.,Keep every door open and you enter none.,"Si dejas todas las puertas abiertas, no entras en ninguna.",所有门都开着，就哪扇也进不去。
551,경쟁과 승부,Competition,어제의 나를 이기는 것이 가장 정직한 경쟁이다.,Beating yesterday's self is the most honest competition.,Vencer al de ayer es la competencia más honesta.,战胜昨天的自己，是最诚实的竞争。
552,경쟁과 승부,Competition,이기는 법보다 지지 않는 법을 먼저 배워라.,Learn how not to lose before you learn how to win.,Aprende a no perder antes que a ganar.,先学不输，再学赢。
553,경쟁과 승부,Competition,"경쟁자를 보면 따라가고, 고객을 보면 앞서간다.",Watch rivals and you follow; watch customers and you lead.,Mira a los rivales y seguirás; mira a los clientes y liderarás.,盯着对手就跟随，盯着客户才领先。
554,경쟁과 승부,Competition,승부는 마지막 5분이 아니라 준비된 5개월에서 갈린다.,"A contest is decided by five months of prep, not five final minutes.","El resultado se decide en cinco meses de trabajo, no en cinco minutos.",胜负取决于五个月的准备，而非最后五分钟。
555,경쟁과 승부,Competition,남이 쉬는 시간에 만들어지는 것이 격차다.,The gap forms while others are resting.,La diferencia se crea mientras otros descansan.,差距，在别人休息时形成。
556,경쟁과 승부,Competition,이겨야 할 상대는 대개 자기 안에 있다.,The opponent to beat is usually inside you.,El rival a vencer suele estar dentro de ti.,该战胜的对手，往往在自己心里。
557,경쟁과 승부,Competition,잘하는 사람을 미워하면 배울 기회를 잃는다.,Resent the skilled and you lose the chance to learn.,"Si envidias al talentoso, pierdes la oportunidad de aprender.",嫉妒强者，就失去了学习的机会。
558,경쟁과 승부,Competition,경기장에 선 사람만이 결과를 말할 자격이 있다.,Only those in the arena may speak of the result.,Solo quien entra en la arena puede hablar del resultado.,只有下场的人，才有资格谈论结果。
559,경쟁과 승부,Competition,한 분야에서 1등이 되려면 그 분야를 좁혀라.,"To be first in a field, make the field narrower.","Para ser el primero, estrecha el campo.",想成为第一，就把领域缩小。
560,경쟁과 승부,Competition,규칙을 아는 사람이 규칙 안에서 이긴다.,Whoever knows the rules wins within them.,Quien conoce las reglas gana dentro de ellas.,懂规则的人，在规则内取胜。
561,경쟁과 승부,Competition,경쟁이 치열할수록 기본이 승부를 가른다.,"The fiercer the competition, the more basics decide it.","Cuanto más dura la competencia, más deciden los fundamentos.",竞争越激烈，基本功越决定胜负。
562,경쟁과 승부,Competition,이기고도 존경받지 못하면 절반만 이긴 것이다.,Winning without respect is only half a win.,Ganar sin respeto es ganar a medias.,赢了却不被尊重，只赢了一半。
563,경쟁과 승부,Competition,모두가 뛰는 트랙 대신 나만의 트랙을 만들어라.,"Instead of the crowded track, build your own.","En vez de la pista llena, construye la tuya.",与其挤在同一条跑道，不如开辟自己的跑道。
564,경쟁과 승부,Competition,졌을 때 무엇을 배웠는지가 다음 경기를 정한다.,What you learned in defeat decides the next match.,Lo aprendido en la derrota decide el próximo partido.,输时学到什么，决定下一场比赛。
565,경쟁과 승부,Competition,1등과 2등의 차이는 대개 아주 작은 습관이다.,The gap between first and second is usually a tiny habit.,Entre el primero y el segundo suele haber un hábito mínimo.,第一与第二之差，往往是一个小习惯。
566,경쟁과 승부,Competition,남을 깎아내려 오르는 자리는 오래 가지 않는다.,A position gained by pulling others down does not last.,El puesto ganado hundiendo a otros no dura.,靠贬低他人换来的位置，不会长久。
567,경쟁과 승부,Competition,실력이 비슷할 때는 태도가 결정한다.,"When skills are equal, attitude decides.","Cuando la habilidad empata, decide la actitud.",实力相当时，态度决定胜负。
568,경쟁과 승부,Competition,승리보다 회복이 빠른 사람이 결국 강하다.,Whoever recovers fastest is stronger than whoever wins most.,Quien se recupera más rápido es más fuerte que quien más gana.,恢复得快的人，最终比赢得多的人更强。
569,경쟁과 승부,Competition,시장은 노력이 아니라 결과에 값을 매긴다.,"The market prices results, not effort.","El mercado paga resultados, no esfuerzos.",市场为结果定价，而非努力。
570,경쟁과 승부,Competition,자신의 약점을 아는 사람이 상대의 약점도 본다.,Those who know their own weakness see the rival's too.,Quien conoce su debilidad ve también la ajena.,了解自己弱点的人，也能看见对手的弱点。
571,경쟁과 승부,Competition,이기는 습관은 작은 경기에서 만들어진다.,The habit of winning is built in small matches.,El hábito de ganar se forja en partidos pequeños.,赢的习惯，在小比赛中养成。
572,경쟁과 승부,Competition,경쟁자가 없다면 시장이 없는 것일 수도 있다.,No competitors may mean no market.,Sin competidores quizá no haya mercado.,没有竞争者，也许意味着没有市场。
573,경쟁과 승부,Competition,압박은 준비된 사람에게만 기회가 된다.,Pressure becomes opportunity only for the prepared.,La presión es oportunidad solo para el preparado.,压力，只对有准备的人成为机会。
574,경쟁과 승부,Competition,긴 승부에서는 체력과 인성이 남는다.,"In a long contest, stamina and character remain.",En una lucha larga quedan la resistencia y el carácter.,漫长的较量，最后留下的是体力与品格。
575,경쟁과 승부,Competition,자기 기록과 겨루는 사람은 지치지 않는다.,Those who race their own record never tire.,Quien compite con su propia marca no se agota.,与自己的纪录较量的人，不会疲惫。
576,변화와 적응,Change,변하지 않는 유일한 것은 변한다는 사실이다.,The only constant is that things change.,Lo único constante es que todo cambia.,唯一不变的，是变化本身。
577,변화와 적응,Change,살아남는 것은 강한 것이 아니라 맞추는 것이다.,What survives is not the strongest but the most adaptable.,"Sobrevive no el más fuerte, sino el que mejor se adapta.",存活下来的不是最强的，而是最能适应的。
578,변화와 적응,Change,어제의 정답이 오늘의 오답이 될 수 있다.,Yesterday's right answer can be today's wrong one.,La respuesta correcta de ayer puede ser el error de hoy.,昨天的正解，可能是今天的错误。
579,변화와 적응,Change,변화를 거부하면 변화가 당신을 선택한다.,Refuse change and change will choose you.,"Si rechazas el cambio, el cambio te elegirá a ti.",拒绝改变，改变就会来选择你。
580,변화와 적응,Change,익숙한 방식이 가장 위험한 관성이다.,Familiar methods are the most dangerous inertia.,El método habitual es la inercia más peligrosa.,习惯的方式，是最危险的惯性。
581,변화와 적응,Change,새로운 도구를 배우는 비용이 뒤처지는 비용보다 싸다.,Learning a new tool costs less than falling behind.,Aprender una herramienta cuesta menos que quedarse atrás.,学新工具的成本，低于落后的成本。
582,변화와 적응,Change,바람의 방향은 못 바꿔도 돛은 바꿀 수 있다.,"You cannot change the wind, but you can trim the sail.","No cambias el viento, pero sí las velas.",改变不了风向，但可以调整帆。
583,변화와 적응,Change,위기는 변화가 문을 두드리는 소리다.,A crisis is change knocking at the door.,Una crisis es el cambio llamando a la puerta.,危机，是变化在敲门。
584,변화와 적응,Change,버리지 못하면 새로 담을 수 없다.,"If you cannot let go, you cannot take in.","Si no sueltas, no puedes recibir.",放不下，就装不进新的。
585,변화와 적응,Change,과거의 성공이 다음 변화의 가장 큰 걸림돌이다.,Past success is the biggest obstacle to the next change.,El éxito pasado es el mayor obstáculo del próximo cambio.,过去的成功，是下一次变革最大的障碍。
586,변화와 적응,Change,세상은 준비를 기다려 주지 않는다.,The world does not wait for you to be ready.,El mundo no espera a que estés listo.,世界不会等你准备好。
587,변화와 적응,Change,작은 변화를 자주 겪은 사람은 큰 변화에 강하다.,Those used to small changes handle big ones well.,Quien vive cambios pequeños resiste los grandes.,经历小变化多的人，能扛住大变化。
588,변화와 적응,Change,배운 것을 버릴 줄 아는 것도 능력이다.,Unlearning is a skill of its own.,Desaprender también es una habilidad.,懂得放下所学，也是一种能力。
589,변화와 적응,Change,변화의 초기에는 언제나 소음이 크다.,Early change always comes with loud noise.,Todo cambio comienza con mucho ruido.,变化初期，噪音总是很大。
590,변화와 적응,Change,적응은 포기가 아니라 생존의 지혜다.,Adapting is not giving up; it is the wisdom of survival.,Adaptarse no es rendirse; es sabiduría de supervivencia.,适应不是放弃，而是生存的智慧。
591,변화와 적응,Change,모두가 확신할 때는 이미 늦은 때다.,"By the time everyone is certain, it is already late.","Cuando todos están seguros, ya es tarde.",当所有人都确信时，已经太晚。
592,변화와 적응,Change,바뀌는 환경보다 바뀌지 않는 나를 점검하라.,"Examine the self that has not changed, not the world that has.","Revisa lo que en ti no cambia, no lo que cambia fuera.",与其检视变化的环境，不如检视没变的自己。
593,변화와 적응,Change,불편함은 새로운 방식이 자리 잡는 소리다.,Discomfort is the sound of a new way settling in.,La incomodidad es el sonido de lo nuevo asentándose.,不适，是新方式落地的声音。
594,변화와 적응,Change,"기술은 도구일 뿐, 방향은 사람이 정한다.",Technology is only a tool; people set the direction.,La tecnología es una herramienta; el rumbo lo fija la gente.,技术只是工具，方向由人决定。
595,변화와 적응,Change,같은 자리에 서 있어도 세상이 움직이면 뒤처진다.,Stand still while the world moves and you fall behind.,Quédate quieto mientras el mundo avanza y quedarás atrás.,原地不动，世界前进，你就落后了。
596,변화와 적응,Change,변화의 속도보다 배우는 속도가 빨라야 한다.,You must learn faster than the world changes.,Debes aprender más rápido de lo que cambia el mundo.,学习的速度，必须快过变化的速度。
597,변화와 적응,Change,위기를 겪은 조직이 다음 위기에 강하다.,An organization that survived a crisis is ready for the next.,La organización que superó una crisis resiste la siguiente.,经历过危机的组织，能扛住下一次危机。
598,변화와 적응,Change,계획을 자주 고치는 것은 실패가 아니라 학습이다.,"Revising the plan often is learning, not failing.","Revisar el plan a menudo es aprender, no fracasar.",经常修改计划，是学习而非失败。
599,변화와 적응,Change,낯선 것을 먼저 시도해 본 사람이 표준을 만든다.,Whoever tries the unfamiliar first sets the standard.,Quien prueba primero lo desconocido crea el estándar.,率先尝试陌生事物的人，定义标准。
600,변화와 적응,Change,변화는 두렵지만 정체는 더 위험하다.,Change is frightening; stagnation is more dangerous.,El cambio asusta; el estancamiento es más peligroso.,变化可怕，停滞更危险。
601,소통과 말,Communication,말은 짧을수록 멀리 간다.,"The shorter the words, the farther they travel.","Cuanto más breves las palabras, más lejos llegan.",话越短，传得越远。
602,소통과 말,Communication,이해받고 싶다면 먼저 이해하려고 하라.,"If you want to be understood, first try to understand.","Si quieres ser comprendido, comprende primero.",想被理解，先去理解。
603,소통과 말,Communication,설명이 길어지는 것은 아직 정리되지 않았다는 뜻이다.,A long explanation means your thinking is not yet clear.,Una explicación larga indica ideas poco claras.,解释越长，说明还没想清楚。
604,소통과 말,Communication,말은 던지는 것이 아니라 전해지는 것이다.,Words are not thrown; they are delivered.,Las palabras no se lanzan; se entregan.,话不是抛出去的，而是送达的。
605,소통과 말,Communication,한 번 뱉은 말은 다시 담을 수 없다.,A spoken word cannot be put back.,La palabra dicha no vuelve atrás.,说出口的话，收不回来。
606,소통과 말,Communication,상대의 말을 끊지 않는 것만으로 절반은 설득된다.,Not interrupting already wins half the argument.,No interrumpir ya gana la mitad de la discusión.,不打断对方，就已说服了一半。
607,소통과 말,Communication,어려운 말을 쉽게 하는 사람이 진짜 전문가다.,The real expert makes hard things sound simple.,El verdadero experto hace fácil lo difícil.,把难懂的说简单，才是真专家。
608,소통과 말,Communication,사실을 말하되 상처를 주지 않는 방법을 찾아라.,"Tell the truth, but find a way that does not wound.","Di la verdad, pero busca no herir.",说事实，但要找到不伤人的方式。
609,소통과 말,Communication,침묵도 하나의 대답이다.,Silence is also an answer.,El silencio también es una respuesta.,沉默，也是一种回答。
610,소통과 말,Communication,자주 말하는 사람보다 정확히 말하는 사람이 신뢰받는다.,Speaking precisely earns more trust than speaking often.,Hablar con precisión genera más confianza que hablar mucho.,说得准的人，比说得多的人更受信任。
611,소통과 말,Communication,같은 내용도 순서를 바꾸면 다르게 들린다.,The same content sounds different in a different order.,El mismo contenido suena distinto en otro orden.,同样的内容，换个顺序就不同。
612,소통과 말,Communication,질문은 대화를 열고 단정은 대화를 닫는다.,Questions open a conversation; conclusions close it.,Las preguntas abren la conversación; las sentencias la cierran.,提问打开对话，断言关闭对话。
613,소통과 말,Communication,잘 쓴 한 문장이 긴 회의보다 낫다.,One well-written sentence beats a long meeting.,Una frase bien escrita vence a una reunión larga.,写好的一句话，胜过一场长会。
614,소통과 말,Communication,말투는 내용을 담는 그릇이다.,Tone is the vessel that carries the message.,El tono es el recipiente del mensaje.,语气，是承载内容的容器。
615,소통과 말,Communication,모른다고 말하는 것이 신뢰를 가장 빨리 쌓는다.,Saying you do not know builds trust fastest.,Decir que no sabes construye confianza rápidamente.,说不知道，最快建立信任。
616,소통과 말,Communication,상대가 이해할 언어로 말하는 것이 배려다.,Speaking in the listener's language is an act of care.,Hablar en el idioma del otro es un gesto de cuidado.,用对方能懂的语言说话，就是体贴。
617,소통과 말,Communication,감정이 격할 때는 말을 하루 미뤄라.,"When emotions run high, postpone the words by a day.","Cuando la emoción arde, aplaza las palabras un día.",情绪激动时，把话推迟一天再说。
618,소통과 말,Communication,글로 정리되지 않는 생각은 말로도 흐릿하다.,Thoughts you cannot write stay blurry when spoken.,Lo que no puedes escribir suena confuso al hablar.,写不清楚的想法，说出来也含糊。
619,소통과 말,Communication,칭찬은 구체적일수록 진심으로 들린다.,"The more specific the praise, the more sincere it sounds.","Cuanto más concreto el elogio, más sincero suena.",赞美越具体，越显真诚。
620,소통과 말,Communication,경청은 동의가 아니라 존중이다.,"Listening is respect, not agreement.","Escuchar es respeto, no acuerdo.",倾听是尊重，不是同意。
621,소통과 말,Communication,먼저 결론을 말하고 이유를 덧붙여라.,"Give the conclusion first, then the reasons.",Da primero la conclusión y luego las razones.,先说结论，再补理由。
622,소통과 말,Communication,말이 아니라 반응을 보고 소통 여부를 판단하라.,"Judge communication by the response, not by your words.","Juzga la comunicación por la reacción, no por tus palabras.",沟通成功与否，看反应而非看你说了什么。
623,소통과 말,Communication,"비판은 행동에, 존중은 사람에게 향해야 한다.",Aim criticism at the behavior and respect at the person.,Critica la conducta y respeta a la persona.,批评针对行为，尊重针对人。
624,소통과 말,Communication,어려운 말을 꺼내는 5분이 몇 달을 아껴 준다.,Five minutes of a hard conversation saves months.,Cinco minutos de conversación difícil ahorran meses.,开口谈难事的五分钟，省下数月。
625,소통과 말,Communication,좋은 질문 하나가 좋은 답 열 개보다 낫다.,One good question beats ten good answers.,Una buena pregunta vale más que diez buenas respuestas.,一个好问题，胜过十个好答案。
626,협업과 팀워크,Teamwork,한 사람의 천재보다 열 사람의 합이 강하다.,Ten people aligned beat one genius alone.,Diez personas alineadas superan a un genio solo.,十人齐心，胜过一个天才。
627,협업과 팀워크,Teamwork,팀의 속도는 가장 느린 연결에서 정해진다.,A team moves at the speed of its slowest link.,Un equipo avanza al ritmo de su eslabón más lento.,团队的速度，取决于最慢的那个环节。
628,협업과 팀워크,Teamwork,역할이 분명하면 갈등이 줄어든다.,Clear roles reduce conflict.,Roles claros reducen los conflictos.,角色清晰，冲突就少。
629,협업과 팀워크,Teamwork,서로의 강점을 아는 팀이 위기에서 강하다.,A team that knows its strengths is strong in a crisis.,El equipo que conoce sus fortalezas resiste la crisis.,了解彼此长处的团队，危机中最强。
630,협업과 팀워크,Teamwork,누가 옳은지보다 무엇이 옳은지를 따져라.,"Ask what is right, not who is right.","Pregunta qué es correcto, no quién lo es.",要问什么是对的，而不是谁是对的。
631,협업과 팀워크,Teamwork,정보를 나누는 팀이 실수를 덜 한다.,Teams that share information make fewer mistakes.,Los equipos que comparten información fallan menos.,共享信息的团队，犯错更少。
632,협업과 팀워크,Teamwork,내가 없어도 돌아가는 구조를 만들어라.,Build a system that runs without you.,Construye un sistema que funcione sin ti.,建立没有你也能运转的结构。
633,협업과 팀워크,Teamwork,함께 일하기 좋은 사람이 되는 것도 실력이다.,Being easy to work with is a skill too.,Ser fácil de tratar también es una habilidad.,好共事，也是一种能力。
634,협업과 팀워크,Teamwork,같은 목표를 보면 다른 방법도 견딜 수 있다.,Share a goal and you can tolerate different methods.,Con una meta común se toleran métodos distintos.,目标一致，方法不同也能包容。
635,협업과 팀워크,Teamwork,공을 다투는 팀은 오래 가지 못한다.,A team fighting over credit will not last.,Un equipo que pelea por el mérito no dura.,争功的团队，走不远。
636,협업과 팀워크,Teamwork,도움을 요청하는 것도 협업의 기술이다.,Asking for help is a collaboration skill.,Pedir ayuda es una habilidad de colaboración.,求助，也是协作的技巧。
637,협업과 팀워크,Teamwork,모두가 말할 수 있는 회의가 좋은 회의다.,A good meeting is one where everyone can speak.,Una buena reunión es aquella donde todos pueden hablar.,人人都能发言的会议，才是好会议。
638,협업과 팀워크,Teamwork,중복은 낭비지만 겹치는 이해는 안전장치다.,Duplicated work is waste; shared understanding is a safeguard.,"Duplicar trabajo es desperdicio; compartir comprensión, seguridad.",重复劳动是浪费，共同理解是保障。
639,협업과 팀워크,Teamwork,약속한 일정을 지키는 것이 최고의 협업이다.,Meeting the agreed deadline is the best collaboration.,Cumplir el plazo acordado es la mejor colaboración.,守住约定的时程，就是最好的协作。
640,협업과 팀워크,Teamwork,팀의 문화는 허용된 최악의 행동으로 정해진다.,A team's culture is defined by the worst behavior it allows.,La cultura de un equipo la define la peor conducta que tolera.,团队文化，由被容忍的最差行为决定。
641,협업과 팀워크,Teamwork,기여를 눈에 보이게 만들면 동기가 살아난다.,Make contribution visible and motivation revives.,Haz visible la contribución y renacerá la motivación.,让贡献可见，动力就会复苏。
642,협업과 팀워크,Teamwork,비난 없는 회고가 다음 성과를 만든다.,Blameless review creates the next result.,La revisión sin culpables genera el próximo resultado.,不追责的复盘，造就下一次成果。
643,협업과 팀워크,Teamwork,각자 잘하는 일을 하면 전체가 빨라진다.,Let each do what they do best and the whole speeds up.,Que cada uno haga lo suyo y el conjunto acelerará.,各展所长，整体就变快。
644,협업과 팀워크,Teamwork,고맙다는 말은 팀의 윤활유다.,Thank you is a team's lubricant.,Un gracias es el lubricante del equipo.,谢谢，是团队的润滑剂。
645,협업과 팀워크,Teamwork,합의 없이 시작하면 두 번 일하게 된다.,Start without agreement and you will do it twice.,Empezar sin acuerdo obliga a repetir el trabajo.,没有共识就开始，会做两遍。
646,협업과 팀워크,Teamwork,가장 좋은 팀은 서로의 실수를 덮어 준다.,The best teams cover for each other's mistakes.,Los mejores equipos cubren los errores mutuos.,最好的团队，会为彼此的失误补位。
647,협업과 팀워크,Teamwork,권한 없는 책임은 사람을 지치게 한다.,Responsibility without authority exhausts people.,Responsabilidad sin autoridad agota a la gente.,有责无权，最耗人。
648,협업과 팀워크,Teamwork,공동의 적보다 공동의 목표가 오래 간다.,A shared goal outlasts a shared enemy.,Una meta común dura más que un enemigo común.,共同的目标，比共同的敌人更持久。
649,협업과 팀워크,Teamwork,말하지 않은 기대는 반드시 어긋난다.,Unspoken expectations always go wrong.,Las expectativas no dichas siempre fallan.,没说出口的期待，一定会落空。
650,협업과 팀워크,Teamwork,혼자 해결하려는 고집이 팀을 느리게 만든다.,Insisting on solving it alone slows the team.,Empeñarse en resolverlo solo frena al equipo.,执意独自解决，会拖慢团队。
651,일과 장인정신,Craft,어떤 일이든 끝까지 다듬는 사람이 이긴다.,"Whoever polishes to the end wins, whatever the work.","Gana quien pule hasta el final, sea cual sea la tarea.",无论做什么，打磨到底的人才赢。
652,일과 장인정신,Craft,디테일은 아무도 안 볼 때 드러난다.,Details reveal themselves when no one is watching.,Los detalles se notan cuando nadie mira.,细节，在无人注视时显现。
653,일과 장인정신,Craft,작은 일을 대하는 태도가 큰 일을 맡을 자격이다.,How you treat small work qualifies you for big work.,Cómo tratas lo pequeño te habilita para lo grande.,对待小事的态度，决定能否担大事。
654,일과 장인정신,Craft,보수와 상관없이 최선을 다한 일이 이력이 된다.,Work done well regardless of pay becomes your record.,"El trabajo bien hecho, pagado o no, es tu historial.",不论报酬都尽力做好的事，成为你的履历。
655,일과 장인정신,Craft,자기 이름을 걸 수 있는 결과물만 내보내라.,Ship only what you would sign your name to.,Entrega solo lo que firmarías con tu nombre.,只交付你敢署名的成果。
656,일과 장인정신,Craft,반복되는 일에도 개선의 여지는 늘 있다.,Even routine work always leaves room to improve.,Incluso lo rutinario deja margen de mejora.,再重复的工作，也总有改进空间。
657,일과 장인정신,Craft,장인은 도구를 탓하지 않는다.,A craftsman does not blame the tools.,El artesano no culpa a sus herramientas.,匠人不怪工具。
658,일과 장인정신,Craft,마감의 품질이 그 사람의 품격이다.,The quality of the finish reveals the person.,La calidad del acabado revela a la persona.,收尾的品质，体现一个人的品格。
659,일과 장인정신,Craft,일을 사랑하지 않아도 잘할 수는 있지만 오래 하기는 어렵다.,"You can do well without loving the work, but not for long.","Puedes hacerlo bien sin amarlo, pero no por mucho tiempo.",不爱这份工作也能做好，但难以长久。
660,일과 장인정신,Craft,같은 일을 십 년 하면 다른 눈이 생긴다.,Ten years at one craft gives you different eyes.,Diez años en un oficio te dan otros ojos.,做同一件事十年，会长出不同的眼睛。
661,일과 장인정신,Craft,프로는 기분이 아니라 기준으로 일한다.,"A professional works by standards, not by mood.","El profesional trabaja con criterios, no con estados de ánimo.",专业的人靠标准工作，不靠心情。
662,일과 장인정신,Craft,서두른 결과물은 반드시 되돌아온다.,Rushed work always comes back to you.,El trabajo apresurado siempre regresa.,赶工的成果，一定会回来找你。
663,일과 장인정신,Craft,숙련은 시간이 아니라 집중한 시간의 총량이다.,"Mastery is the sum of focused hours, not elapsed years.","La maestría suma horas concentradas, no años pasados.",熟练，是专注时间的总量，而非年数。
664,일과 장인정신,Craft,남이 대충 넘어간 곳에서 차이가 생긴다.,The difference appears where others cut corners.,La diferencia surge donde otros se saltan pasos.,差别，出现在别人马虎的地方。
665,일과 장인정신,Craft,일의 의미는 주어지지 않고 자기가 붙인다.,Meaning at work is not given; you attach it.,El sentido del trabajo no se da; se le pone.,工作的意义不是被赋予的，是自己赋予的。
666,일과 장인정신,Craft,고쳐 쓴 흔적이 많을수록 좋은 결과물이다.,"The more revisions, the better the result.","Cuantas más correcciones, mejor el resultado.",修改的痕迹越多，成果越好。
667,일과 장인정신,Craft,자기 일을 설명할 수 있어야 진짜 아는 것이다.,You truly know your work only if you can explain it.,Solo sabes tu oficio si puedes explicarlo.,能讲清楚自己的工作，才算真懂。
668,일과 장인정신,Craft,남는 것은 결과물이지 변명이 아니다.,"What remains is the work, not the excuse.","Lo que queda es la obra, no la excusa.",留下的是作品，不是借口。
669,일과 장인정신,Craft,처음과 끝을 스스로 책임지는 사람이 성장한다.,Those who own both the start and the finish grow.,Crece quien se responsabiliza del inicio y del final.,从头负责到尾的人，才会成长。
670,일과 장인정신,Craft,잘 만든 것은 설명이 필요 없다.,Something well made needs no explanation.,Lo bien hecho no necesita explicación.,做得好的东西，不需要解释。
671,일과 장인정신,Craft,일에 대한 자부심은 태도에서 새어 나온다.,Pride in your work leaks out through your manner.,El orgullo por tu trabajo se filtra en tus modales.,对工作的自豪，会从态度中流露。
672,일과 장인정신,Craft,손이 느려도 정확한 사람이 결국 빠르다.,Slow but accurate hands end up fastest.,Manos lentas pero precisas acaban siendo las más rápidas.,手慢但精准的人，最终最快。
673,일과 장인정신,Craft,일의 마지막 10퍼센트가 품질의 90퍼센트다.,The last ten percent of the work is ninety percent of the quality.,El último diez por ciento del trabajo es el noventa de la calidad.,工作的最后一成，决定九成的品质。
674,일과 장인정신,Craft,누군가 볼 것이라 생각하고 만들면 결국 누군가 본다.,"Make it as if someone will see it, and someone will.","Hazlo como si alguien fuera a verlo, y alguien lo verá.",当作有人会看那样去做，最终真会有人看见。
675,일과 장인정신,Craft,일터에서의 정직이 가장 확실한 경력 관리다.,Honesty at work is the surest career management.,La honestidad laboral es la mejor gestión de carrera.,职场上的诚实，是最可靠的职业管理。
676,독서와 지식,Reading,한 권의 책은 한 사람의 인생을 압축한 파일이다.,A book is a compressed file of someone's life.,Un libro es un archivo comprimido de una vida.,一本书，是一个人一生的压缩文件。
677,독서와 지식,Reading,읽지 않은 사람은 자기 경험 안에서만 산다.,Those who do not read live only inside their own experience.,Quien no lee vive solo dentro de su experiencia.,不读书的人，只活在自己的经验里。
678,독서와 지식,Reading,지식은 쌓는 것이 아니라 연결하는 것이다.,"Knowledge is connected, not stacked.","El conocimiento se conecta, no se apila.",知识不是堆积，而是连接。
679,독서와 지식,Reading,밑줄만 긋고 덮은 책은 읽지 않은 책이다.,A book only underlined is a book unread.,Un libro solo subrayado es un libro no leído.,只划线就合上的书，等于没读。
680,독서와 지식,Reading,한 권을 세 번 읽는 것이 세 권을 한 번 읽는 것보다 낫다.,Reading one book three times beats reading three books once.,Leer un libro tres veces vale más que tres libros una vez.,一本书读三遍，胜过三本书各读一遍。
681,독서와 지식,Reading,모르는 분야의 책이 가장 크게 남는다.,Books outside your field leave the deepest mark.,Los libros ajenos a tu campo dejan más huella.,陌生领域的书，留下的最多。
